# thisFile = xPeriment-B.lightpP-1901/xPer-B.lightpP-1901-i-56-z-0-100-1901-sample.txt 
# configuration file = xPeriment-B.lightpP-1901.tcl 
# created on Sat Aug 29 12:17:50 EDT 2015 
#
instanceID	instanceDim	hostID	sandboxID	solverName	valueTarget	valueBest	targetReached	isCensored	runtimeLmt	runtime	cntProbe	walkLength	cntRestart	speedProbe	coordBest
i-56-z-0-1-1901	56	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	134.	49273	24635	0	366	10001010001001000000101111000011110100000010010001010001
i-56-z-0-2-53335	56	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	310.	107869	53933	0	348	11011011111111110101101011000011100000011111111100000000
i-56-z-0-3-567930	56	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	58.1	21729	10863	0	374	00000000111111111000000111000011010110101111111111011011
i-56-z-0-4-256020	56	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	93.6	34247	17122	0	366	01010001001001001101000011000011000010110010010010001010
i-56-z-0-5-304520	56	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	433.	158273	79135	0	365	11011011111111110101101011000011100000011111111100000000
i-56-z-0-6-887245	56	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	387.	140895	70446	0	363	00000000111111111000000111000011010110101111111111011011
i-56-z-0-7-244841	56	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	209.	77545	38771	0	370	00000000111111111000000111000011010110101111111111011011
i-56-z-0-8-843586	56	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	156.	56815	28406	0	365	11011011111111110101101011000011100000011111111100000000
i-56-z-0-9-436548	56	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	39.4	14573	7285	0	370	01010001001001001101000011000011000010110010010010001010
i-56-z-0-10-558338	56	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	138.	50529	25263	0	365	10001010001001000000101111000011110100000010010001010001
i-56-z-0-11-545556	56	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	34.1	12439	6218	0	364	11011011111111110101101011000011100000011111111100000000
i-56-z-0-12-229548	56	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	173.	62787	31392	0	363	11011011111111110101101011000011100000011111111100000000
i-56-z-0-13-236192	56	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	43.1	15851	7924	0	367	10001010001001000000101111000011110100000010010001010001
i-56-z-0-14-173257	56	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	122.	45307	22652	0	370	01010001001001001101000011000011000010110010010010001010
i-56-z-0-15-842560	56	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	397.	145981	72989	0	368	11011011111111110101101011000011100000011111111100000000
i-56-z-0-16-478777	56	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	250.	91119	45558	0	364	00000000111111111000000111000011010110101111111111011011
i-56-z-0-17-267593	56	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	177.	64073	32035	0	362	00000000111111111000000111000011010110101111111111011011
i-56-z-0-18-591342	56	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	65.3	23821	11909	0	364	10001010001001000000101111000011110100000010010001010001
i-56-z-0-19-818716	56	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	59.8	21755	10876	0	363	01010001001001001101000011000011000010110010010010001010
i-56-z-0-20-91757	56	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	111.	40059	20028	0	359	10001010001001000000101111000011110100000010010001010001
i-56-z-0-21-512826	56	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	289.	104845	52421	0	362	11011011111111110101101011000011100000011111111100000000
i-56-z-0-22-997742	56	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	21.2	7813	3905	0	368	10001010001001000000101111000011110100000010010001010001
