# thisFile = xPeriment-B.lightpP-1901/xPer-B.lightpP-1901-i-42-z-0-100-1901-sample.txt 
# configuration file = xPeriment-B.lightpP-1901.tcl 
# created on Sat Aug 29 02:01:18 EDT 2015 
#
instanceID	instanceDim	hostID	sandboxID	solverName	valueTarget	valueBest	targetReached	isCensored	runtimeLmt	runtime	cntProbe	walkLength	cntRestart	speedProbe	coordBest
i-42-z-0-1-1901	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	9.44	6405	3201	0	678	111011110111011000001100000110111011110111
i-42-z-0-2-53335	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	8.96	5669	2833	0	632	111011110111011000001100000110111011110111
i-42-z-0-3-567930	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	101.	66715	33356	0	661	111011110111011000001100000110111011110111
i-42-z-0-4-256020	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	5.99	4253	2125	0	710	111011110111011000001100000110111011110111
i-42-z-0-5-304520	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	22.2	14987	7492	0	674	111011110111011000001100000110111011110111
i-42-z-0-6-887245	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	12.1	8013	4005	0	663	111011110111011000001100000110111011110111
i-42-z-0-7-244841	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	132.	89079	44538	0	673	111011110111011000001100000110111011110111
i-42-z-0-8-843586	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	106.	70081	35039	0	661	111011110111011000001100000110111011110111
i-42-z-0-9-436548	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	5.32	3647	1822	0	685	111011110111011000001100000110111011110111
i-42-z-0-10-558338	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	5.04	3301	1649	0	655	111011110111011000001100000110111011110111
i-42-z-0-11-545556	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	200.	133299	66648	0	666	111011110111011000001100000110111011110111
i-42-z-0-12-229548	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	20.7	13925	6961	0	674	111011110111011000001100000110111011110111
i-42-z-0-13-236192	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	2.82	1969	983	0	697	111011110111011000001100000110111011110111
i-42-z-0-14-173257	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	0.252	161	79	0	637	111011110111011000001100000110111011110111
i-42-z-0-15-842560	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	14.7	9483	4740	0	646	111011110111011000001100000110111011110111
i-42-z-0-16-478777	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	66.6	44961	22479	0	674	111011110111011000001100000110111011110111
i-42-z-0-17-267593	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	214.	143743	71870	0	672	111011110111011000001100000110111011110111
i-42-z-0-18-591342	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	32.1	21275	10636	0	662	111011110111011000001100000110111011110111
i-42-z-0-19-818716	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	258.	172977	86487	0	669	111011110111011000001100000110111011110111
i-42-z-0-20-91757	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	22.2	14809	7403	0	667	111011110111011000001100000110111011110111
i-42-z-0-21-512826	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	7.45	5041	2519	0	676	111011110111011000001100000110111011110111
i-42-z-0-22-997742	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	199.	132367	66182	0	666	111011110111011000001100000110111011110111
i-42-z-0-23-775817	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	3.19	2101	1049	0	658	111011110111011000001100000110111011110111
i-42-z-0-24-252183	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	69.8	45031	22514	0	644	111011110111011000001100000110111011110111
i-42-z-0-25-594027	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	41.6	27627	13812	0	663	111011110111011000001100000110111011110111
i-42-z-0-26-997677	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	25.0	16929	8463	0	676	111011110111011000001100000110111011110111
i-42-z-0-27-225861	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	201.	134299	67148	0	667	111011110111011000001100000110111011110111
i-42-z-0-28-256367	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	41.0	26961	13479	0	657	111011110111011000001100000110111011110111
i-42-z-0-29-948132	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	4.38	2889	1443	0	659	111011110111011000001100000110111011110111
i-42-z-0-30-186147	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	73.3	45809	22903	0	624	111011110111011000001100000110111011110111
i-42-z-0-31-364649	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	27.2	18147	9072	0	666	111011110111011000001100000110111011110111
i-42-z-0-32-122908	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	16.8	10967	5482	0	653	111011110111011000001100000110111011110111
i-42-z-0-33-46465	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	38.5	25547	12772	0	664	111011110111011000001100000110111011110111
i-42-z-0-34-903326	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	57.9	38127	19062	0	657	111011110111011000001100000110111011110111
i-42-z-0-35-504012	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	7.86	5411	2704	0	688	111011110111011000001100000110111011110111
i-42-z-0-36-623677	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	41.6	27667	13832	0	664	111011110111011000001100000110111011110111
i-42-z-0-37-93095	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	175.	117321	58659	0	669	111011110111011000001100000110111011110111
i-42-z-0-38-510387	42	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	33.1	21859	10928	0	660	111011110111011000001100000110111011110111
