# thisFile = xPeriment-B.ogrT-100-MS/xPer-B.ogrT-MS-6,17-100-1901-sample.txt 
# configuration file = xPeriment-B.ogrT-100-MS.tcl 
# created on Mon Aug 31 02:49:14 EDT 2015 
#
instanceID	instanceDim	hostID	sandboxID	solverName	valueTarget	valueBest	targetReached	isCensored	runtimeLmt	runtime	cntProbe	walkLength	cntRestart	speedProbe	coordBest
6,17-1-1901	16	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-4	-4	1	0	3600	0.00200	29	3	0	14057	1001000001000010
6,17-2-53335	16	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-4	-4	1	0	3600	0.00500	74	9	0	16357	0010100010000001
6,17-3-567930	16	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-4	-4	1	0	3600	0.00500	89	11	0	16726	1000000100010100
6,17-4-256020	16	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-4	-4	1	0	3600	0.00700	119	15	0	16968	1000000100101000
6,17-5-304520	16	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-4	-4	1	0	3600	0.00400	59	7	0	15826	1000000100010100
6,17-6-887245	16	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-4	-4	1	0	3600	0.00900	149	19	0	17307	1001000001000010
6,17-7-244841	16	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-4	-4	1	0	3600	0.0110	194	25	0	16965	1001000001000010
6,17-8-843586	16	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-4	-4	1	0	3600	0.0140	238	31	0	17337	0001010010000001
6,17-9-436548	16	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-4	-4	1	0	3600	0.00900	149	19	0	16863	0001010010000001
6,17-10-558338	16	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-4	-4	1	0	3600	0.00900	164	21	0	17426	1001000001000010
6,17-11-545556	16	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-4	-4	1	0	3600	0.0110	179	23	0	15830	1001000001010000
6,17-12-229548	16	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-4	-4	1	0	3600	0.0110	194	25	0	17531	1001000001010000
