# thisFile = xPeriment-P.lopT-100-tableau-1901-152.46.18.162/xPer-P.lopT-152.46.18.162-pal-13-55-100-1903-sample.txt 
# configuration file = xPeriment-P.lopT-100-tableau-1901-152.46.18.162.tcl 
# created on Sat Jul 25 13:42:25 EDT 2015 
#
instanceID	instanceDim	hostID	sandboxID	solverName	valueTarget	valueBest	targetReached	isCensored	runtimeLmt	runtime	cntProbe	walkLength	cntRestart	speedProbe	coordBest
pal-13-55-1-1903	13	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopT	-55.0	-55	1	0	7200	0.112	923	461	0	8230	9,10,13,8,2,11,3,12,6,4,7,1,5
pal-13-55-2-316410	13	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopT	-55.0	-55	1	0	7200	0.0320	265	132	0	8233	8,9,1,10,2,11,3,12,4,13,5,6,7
pal-13-55-3-871546	13	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopT	-55.0	-55	1	0	7200	0.0550	451	225	0	8195	11,9,3,12,1,10,4,13,7,2,5,8,6
pal-13-55-4-233105	13	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopT	-55.0	-55	1	0	7200	0.0120	99	49	0	8057	10,8,2,11,9,3,12,6,1,4,13,7,5
pal-13-55-5-116105	13	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopT	-55.0	-55	1	0	7200	0.00500	41	20	0	7727	8,9,11,3,12,13,6,7,1,10,4,2,5
pal-13-55-6-194892	13	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopT	-55.0	-55	1	0	7200	0.0430	349	174	0	8112	7,8,11,9,3,12,6,1,10,4,13,2,5
pal-13-55-7-662606	13	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopT	-55.0	-55	1	0	7200	0.0180	145	72	0	8069	11,9,3,12,6,7,1,10,4,13,8,2,5
pal-13-55-8-727650	13	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopT	-55.0	-55	1	0	7200	0.0620	509	254	0	8222	9,10,3,4,13,7,8,1,2,11,12,5,6
pal-13-55-9-471542	13	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopT	-55.0	-55	1	0	7200	0.0100	83	41	0	7952	8,9,1,10,2,11,3,12,4,13,5,6,7
pal-13-55-10-591696	13	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopT	-55.0	-55	1	0	7200	0.0660	541	270	0	8230	9,3,12,6,7,1,10,4,13,2,11,5,8
pal-13-55-11-383093	13	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopT	-55.0	-55	1	0	7200	0.0140	107	53	0	7865	11,9,3,12,6,7,1,10,4,13,5,8,2
pal-13-55-12-205873	13	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopT	-55.0	-55	1	0	7200	0.270	2217	1108	0	8213	12,7,9,1,10,4,13,8,2,11,5,3,6
pal-13-55-13-79058	13	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopT	-55.0	-55	1	0	7200	0.0180	149	74	0	8112	9,12,1,4,13,7,10,2,11,5,8,3,6
pal-13-55-14-114455	13	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopT	-55.0	-55	1	0	7200	0.0540	451	225	0	8280	11,9,3,12,6,7,1,10,4,13,5,8,2
pal-13-55-15-157541	13	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopT	-55.0	-55	1	0	7200	0.0770	633	316	0	8181	8,11,9,3,12,1,10,4,13,2,6,7,5
pal-13-55-16-594681	13	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopT	-55.0	-55	1	0	7200	0.00500	37	18	0	7484	8,9,3,12,1,10,4,13,2,11,5,6,7
