# thisFile = xPeriment-P.lopP-100-simple-20150723-1902-VCL/xPer-P.lopP-VCL-pal-13-55-100-1902-sample.txt 
# configuration file = xPeriment-P.lopP-100-simple-20150723-1902-VCL.tcl 
# created on Thu Jul 23 20:17:45 EDT 2015 
#
instanceID	instanceDim	hostID	sandboxID	solverName	valueTarget	valueBest	targetReached	isCensored	runtimeLmt	runtime	cntProbe	walkLength	cntRestart	speedProbe	coordBest
pal-13-55-1-1902	13	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	7200.0	0.131	4083	386	0	31064	9,10,3,4,13,7,8,1,2,11,12,5,6
pal-13-55-2-184873	13	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	7200.0	0.0175	551	50	0	31538	7,8,11,9,3,12,1,10,4,13,2,5,6
pal-13-55-3-785507	13	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	7200.0	0.184	5616	529	0	30442	8,9,2,3,12,13,6,7,1,10,11,4,5
pal-13-55-4-853350	13	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	7200.0	0.0140	419	38	0	29869	9,1,10,4,13,7,8,2,11,5,3,12,6
pal-13-55-5-771511	13	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	7200.0	0.0107	337	30	0	31529	9,12,4,13,7,8,1,10,2,11,5,3,6
pal-13-55-6-850468	13	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	7200.0	0.0250	759	69	0	30401	9,12,7,1,10,11,4,13,5,8,2,3,6
pal-13-55-7-679606	13	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	7200.0	0.0146	458	41	0	31370	8,11,9,2,3,12,6,1,10,4,13,7,5
pal-13-55-8-870048	13	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	7200.0	0.210	6557	629	0	31289	8,9,1,10,13,2,11,3,12,6,4,7,5
pal-13-55-9-189498	13	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	7200.0	0.0827	2585	243	0	31241	11,9,3,12,6,7,1,10,4,13,5,8,2
pal-13-55-10-147777	13	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	7200.0	0.0725	2249	209	0	31031	12,6,9,1,10,4,13,7,8,2,11,5,3
