# created by the command table.sample.coordUniq 
# coordUniq=81 (from the original coordAll=100) 
coordBestUnique
10,8,11,3,9,12,1,4,13,7,2,5,6
10,8,11,9,3,12,1,4,13,6,7,2,5
10,8,11,9,3,12,6,1,4,13,7,5,2
10,8,2,11,9,3,12,6,1,4,13,7,5
10,8,9,3,12,6,1,4,13,7,2,11,5
10,8,9,3,12,7,1,4,13,2,11,5,6
11,9,3,12,1,10,4,13,7,5,8,2,6
11,9,3,12,1,10,4,13,7,8,2,5,6
11,9,3,12,6,1,10,4,13,7,5,8,2
11,9,3,12,6,1,10,4,13,7,8,2,5
11,9,3,12,6,7,1,10,4,13,5,8,2
11,9,3,12,7,1,10,4,13,8,2,5,6
12,1,9,10,4,13,7,8,2,11,5,3,6
12,6,9,1,10,4,13,7,8,2,11,5,3
12,6,9,7,1,10,4,13,8,2,11,5,3
12,9,1,10,4,13,7,2,5,8,11,3,6
13,8,11,9,3,12,6,7,1,10,4,2,5
3,12,6,9,7,1,10,4,13,8,2,11,5
3,9,12,4,7,1,10,13,8,2,11,5,6
7,8,11,9,3,12,1,10,4,13,2,5,6
7,8,11,9,3,12,6,1,10,4,13,2,5
7,8,9,1,10,2,11,3,12,4,13,5,6
8,11,12,6,9,10,3,1,4,13,7,2,5
8,11,3,12,6,7,9,1,10,4,13,2,5
8,11,3,12,6,9,1,4,7,10,13,2,5
8,11,6,9,12,1,10,3,4,13,7,2,5
8,11,6,9,3,12,4,7,1,10,13,2,5
8,11,9,2,3,12,6,1,10,4,13,7,5
8,11,9,3,12,1,13,6,7,10,4,2,5
8,11,9,3,12,7,1,10,13,4,2,5,6
8,12,6,9,1,10,4,13,7,2,11,5,3
8,2,11,9,3,12,6,7,1,10,4,13,5
8,3,6,9,1,12,10,4,13,7,2,11,5
8,3,9,12,13,6,7,1,10,11,4,2,5
8,3,9,12,13,6,7,1,10,2,11,4,5
8,6,9,10,3,12,1,4,13,7,2,11,5
8,6,9,12,1,10,3,4,13,7,2,11,5
8,6,9,12,7,1,10,4,13,2,11,5,3
8,6,9,3,12,7,1,10,13,2,11,4,5
8,9,1,10,11,3,12,4,13,7,2,5,6
8,9,1,10,13,2,11,3,12,6,4,7,5
8,9,1,10,2,11,3,12,6,4,13,7,5
8,9,10,2,11,3,12,6,1,4,13,7,5
8,9,12,1,10,13,2,11,3,6,4,7,5
8,9,12,10,1,4,13,7,2,11,5,3,6
8,9,12,3,7,1,10,13,2,11,6,4,5
8,9,12,6,1,10,3,4,13,7,2,11,5
8,9,12,6,1,10,4,13,7,2,11,5,3
8,9,12,6,7,1,10,4,13,2,11,5,3
8,9,12,7,1,10,13,2,11,3,6,4,5
8,9,2,3,12,13,6,7,1,10,11,4,5
8,9,3,12,1,10,4,13,2,11,5,6,7
8,9,3,12,1,13,7,10,2,11,5,6,4
8,9,3,12,13,6,1,10,4,7,2,11,5
8,9,3,12,4,13,7,1,10,2,11,5,6
8,9,3,12,6,1,7,10,13,11,4,2,5
8,9,3,12,7,10,1,13,2,11,6,4,5
8,9,7,1,10,2,11,3,12,4,13,5,6
9,1,10,4,13,7,8,2,11,3,12,5,6
9,1,10,4,13,7,8,2,11,5,3,12,6
9,10,13,7,8,2,11,3,12,6,1,4,5
9,10,3,12,1,4,13,7,8,11,2,5,6
9,10,3,4,13,7,8,1,2,11,12,5,6
9,10,8,2,11,3,12,6,1,4,13,7,5
9,10,8,3,12,4,13,7,1,2,11,5,6
9,12,1,10,4,13,2,7,11,5,8,3,6
9,12,1,10,4,13,8,2,11,5,3,6,7
9,12,10,13,7,8,1,2,11,5,3,6,4
9,12,4,13,7,8,1,10,2,11,5,3,6
9,12,6,1,10,4,13,7,8,2,11,5,3
9,12,7,1,10,11,4,13,5,8,2,3,6
9,3,12,13,6,7,1,10,4,8,2,11,5
9,3,12,6,1,10,4,13,7,5,8,2,11
9,3,12,6,1,4,13,7,10,8,2,11,5
9,3,7,1,10,4,13,8,2,11,12,5,6
9,3,7,8,12,1,10,4,13,2,11,5,6
9,7,1,10,13,8,2,11,12,5,3,6,4
9,7,10,13,8,2,11,3,12,6,1,4,5
9,7,10,8,2,11,3,12,1,4,13,5,6
9,7,8,1,10,2,11,3,12,4,13,5,6
9,7,8,12,1,10,4,13,2,11,5,3,6
