# thisFile = xPeriment-P.lopT-10-tableau-1901/xPer-P.lopT-1901-pal-19-107-10-1903-sample.txt 
# configuration file = xPeriment-P.lopT-10-tableau-1901.tcl 
# created on Thu Sep 10 23:51:08 EDT 2015 
#
instanceID	instanceDim	hostID	sandboxID	solverName	valueTarget	valueBest	targetReached	isCensored	runtimeLmt	runtime	cntProbe	walkLength	cntRestart	speedProbe	coordBest
pal-19-107-1-1903	19	brglez@triangle-Darwin-14.5.0	P.lop	P.lopT	-107.0	-107	1	0	7200	1.49	10145	5072	0	6796	19,16,1,17,2,18,6,3,7,4,8,5,9,13,10,14,11,15,12
pal-19-107-2-316410	19	brglez@triangle-Darwin-14.5.0	P.lop	P.lopT	-107.0	-107	1	0	7200	2.84	19373	9686	0	6814	12,9,13,10,17,14,15,2,19,7,11,18,16,3,4,1,8,5,6
pal-19-107-3-871546	19	brglez@triangle-Darwin-14.5.0	P.lop	P.lopT	-107.0	-107	1	0	7200	0.943	6375	3187	0	6757	16,1,6,10,17,7,14,4,2,13,11,18,8,15,5,3,12,19,9
pal-19-107-4-233105	19	brglez@triangle-Darwin-14.5.0	P.lop	P.lopT	-107.0	-107	1	0	7200	2.82	18999	9499	0	6749	1,5,6,10,11,8,15,12,16,17,2,3,9,7,13,14,18,19,4
pal-19-107-5-116105	19	brglez@triangle-Darwin-14.5.0	P.lop	P.lopT	-107.0	-107	1	0	7200	0.258	1733	866	0	6726	14,12,2,19,9,7,18,16,6,4,13,11,1,10,8,17,15,5,3
pal-19-107-6-194892	19	brglez@triangle-Darwin-14.5.0	P.lop	P.lopT	-107.0	-107	1	0	7200	1.61	10901	5450	0	6783	18,8,6,17,15,3,7,12,4,13,5,10,14,2,19,11,9,16,1
pal-19-107-7-662606	19	brglez@triangle-Darwin-14.5.0	P.lop	P.lopT	-107.0	-107	1	0	7200	0.0810	541	270	0	6685	6,10,7,11,16,8,13,17,14,18,15,3,12,19,4,1,5,2,9
pal-19-107-8-727650	19	brglez@triangle-Darwin-14.5.0	P.lop	P.lopT	-107.0	-107	1	0	7200	1.13	7683	3841	0	6805	5,9,10,15,2,7,13,11,18,16,3,8,14,19,1,6,12,17,4
pal-19-107-9-471542	19	brglez@triangle-Darwin-14.5.0	P.lop	P.lopT	-107.0	-107	1	0	7200	1.08	7327	3663	0	6778	12,4,10,2,19,11,9,1,18,16,8,6,17,15,7,13,5,3,14
pal-19-107-10-591696	19	brglez@triangle-Darwin-14.5.0	P.lop	P.lopT	-107.0	-107	1	0	7200	1.86	12597	6298	0	6770	7,16,4,13,1,5,10,14,2,11,18,8,6,15,3,12,19,17,9
