# thisFile = xPeriment-B.lightpP-1901-simple/xPer-B.lightpP-simple-i-20-z-0-100-1901-sample.txt 
# configuration file = xPeriment-B.lightpP-1901-simple.tcl 
# created on Fri Aug 28 21:27:52 EDT 2015 
#
instanceID	instanceDim	hostID	sandboxID	solverName	valueTarget	valueBest	targetReached	isCensored	runtimeLmt	runtime	cntProbe	walkLength	cntRestart	speedProbe	coordBest
i-20-z-0-1-1901	20	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	1.68	9285	491	0	5524	01110010100101001110
i-20-z-0-2-53335	20	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	0.0899	457	23	0	5080	01110010100101001110
i-20-z-0-3-567930	20	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	1.74	9772	518	0	5606	01110010100101001110
i-20-z-0-4-256020	20	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	3.22	18020	958	0	5595	01110010100101001110
i-20-z-0-5-304520	20	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	7.14	38942	2085	0	5456	01110010100101001110
i-20-z-0-6-887245	20	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	6.15	32567	1742	0	5298	01110010100101001110
i-20-z-0-7-244841	20	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	1.35	7488	396	0	5556	01110010100101001110
i-20-z-0-8-843586	20	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	5.86	32508	1735	0	5548	01110010100101001110
i-20-z-0-9-436548	20	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	1.86	10050	532	0	5410	01110010100101001110
i-20-z-0-10-558338	20	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	1.46	8398	445	0	5763	01110010100101001110
i-20-z-0-11-545556	20	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	1.46	7826	414	0	5376	01110010100101001110
