# thisFile = xPeriment-B.lightpP-1901-simple/xPer-B.lightpP-simple-i-16-z-0-100-1901-sample.txt 
# configuration file = xPeriment-B.lightpP-1901-simple.tcl 
# created on Fri Aug 28 21:27:39 EDT 2015 
#
instanceID	instanceDim	hostID	sandboxID	solverName	valueTarget	valueBest	targetReached	isCensored	runtimeLmt	runtime	cntProbe	walkLength	cntRestart	speedProbe	coordBest
i-16-z-0-1-1901	16	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	0.0386	344	22	0	8904	0001110011000001
i-16-z-0-2-53335	16	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	0.0125	92	5	0	7339	1010010010110011
i-16-z-0-3-567930	16	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	0.00812	62	3	0	7632	0011101101001010
i-16-z-0-4-256020	16	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	0.0147	122	7	0	8307	0000111110011111
i-16-z-0-5-304520	16	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	0.0252	212	13	0	8413	0011101101001010
i-16-z-0-6-887245	16	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	0.0216	166	10	0	7676	1101111001111011
i-16-z-0-7-244841	16	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	0.0179	136	8	0	7598	0000111110011111
i-16-z-0-8-843586	16	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	0.0142	106	6	0	7442	0000111110011111
i-16-z-0-9-436548	16	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	0.0117	122	7	0	10412	0110011000001001
i-16-z-0-10-558338	16	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	0.00887	92	5	0	10370	0010100000010100
i-16-z-0-11-545556	16	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	0.0114	92	5	0	8092	1001000001100110
i-16-z-0-12-229548	16	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	0.0282	166	10	0	5880	1101111001111011
i-16-z-0-13-236192	16	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	0.0163	137	8	0	8385	0110011000001001
i-16-z-0-14-173257	16	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	0.0321	196	12	0	6112	1110101010101110
i-16-z-0-15-842560	16	brglez@bn18-162-Linux-3.10.0-229.4.2.el7.x86_64	B.lightp	B.lightpP	0.0	0	1	0	1800.0	0.00894	62	3	0	6934	1100110100100101
