# thisFile = xPeriment-B.ogrT-100-MT/xPer-B.ogrT-MT-7,25-100-1901-sample.txt 
# configuration file = xPeriment-B.ogrT-100-MT.tcl 
# created on Mon Aug 31 02:54:27 EDT 2015 
#
instanceID	instanceDim	hostID	sandboxID	solverName	valueTarget	valueBest	targetReached	isCensored	runtimeLmt	runtime	cntProbe	walkLength	cntRestart	speedProbe	coordBest
7,25-1-1901	24	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-5	-5	1	0	3600	0.0110	222	17	0	20032	011000000100000100001000
7,25-2-53335	24	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-5	-5	1	0	3600	0.00500	97	7	0	18672	100000100010000000010010
7,25-3-567930	24	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-5	-5	1	0	3600	0.0100	197	15	0	19875	010010000000010001000001
7,25-4-256020	24	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-5	-5	1	0	3600	0.00400	72	5	0	17721	010000100000001000001001
7,25-5-304520	24	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-5	-5	1	0	3600	0.0190	396	31	0	20366	011000000100000100001000
7,25-6-887245	24	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-5	-5	1	0	3600	0.0170	347	27	0	20431	011000000100000100001000
7,25-7-244841	24	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-5	-5	1	0	3600	0.0380	795	63	0	21008	100000000010000100100010
7,25-8-843586	24	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-5	-5	1	0	3600	0.00400	72	5	0	17699	001100000001000001000010
7,25-9-436548	24	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-5	-5	1	0	3600	0.0170	347	27	0	20608	010000100000001000001001
7,25-10-558338	24	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-5	-5	1	0	3600	0.0100	197	15	0	19809	010010000000010001000001
7,25-11-545556	24	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-5	-5	1	0	3600	0.0300	618	49	0	20781	010000100000001000001001
7,25-12-229548	24	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-5	-5	1	0	3600	0.0290	596	47	0	20735	011000000100000100001000
