# thisFile = xPeriment-B.ogrT-10-MS/xPer-B.ogrT-MS-7,25-20-1901-sample.txt 
# configuration file = xPeriment-B.ogrT-10-MS.tcl 
# created on Thu Sep 10 22:12:31 EDT 2015 
#
instanceID	instanceDim	hostID	sandboxID	solverName	valueTarget	valueBest	targetReached	isCensored	runtimeLmt	runtime	cntProbe	walkLength	cntRestart	speedProbe	coordBest
7,25-1-1901	24	brglez@triangle-Darwin-14.5.0	B.ogr	B.ogrT	-5	-5	1	0	3600	0.0100	205	17	0	20021	011000000100000100001000
7,25-2-53335	24	brglez@triangle-Darwin-14.5.0	B.ogr	B.ogrT	-5	-5	1	0	3600	0.00500	90	7	0	18809	100000100010000000010010
7,25-3-567930	24	brglez@triangle-Darwin-14.5.0	B.ogr	B.ogrT	-5	-5	1	0	3600	0.00900	182	15	0	20153	010010000000010001000001
7,25-4-256020	24	brglez@triangle-Darwin-14.5.0	B.ogr	B.ogrT	-5	-5	1	0	3600	0.00400	67	5	0	18187	010000100000001000001001
7,25-5-304520	24	brglez@triangle-Darwin-14.5.0	B.ogr	B.ogrT	-5	-5	1	0	3600	0.0180	365	31	0	20831	011000000100000100001000
7,25-6-887245	24	brglez@triangle-Darwin-14.5.0	B.ogr	B.ogrT	-5	-5	1	0	3600	0.0160	320	27	0	20412	011000000100000100001000
7,25-7-244841	24	brglez@triangle-Darwin-14.5.0	B.ogr	B.ogrT	-5	-5	1	0	3600	0.0360	732	63	0	20419	100000000010000100100010
7,25-8-843586	24	brglez@triangle-Darwin-14.5.0	B.ogr	B.ogrT	-5	-5	1	0	3600	0.00400	67	5	0	18167	001100000001000001000010
7,25-9-436548	24	brglez@triangle-Darwin-14.5.0	B.ogr	B.ogrT	-5	-5	1	0	3600	0.0150	320	27	0	20691	010000100000001000001001
7,25-10-558338	24	brglez@triangle-Darwin-14.5.0	B.ogr	B.ogrT	-5	-5	1	0	3600	0.00900	182	15	0	19917	010010000000010001000001
7,25-11-545556	24	brglez@triangle-Darwin-14.5.0	B.ogr	B.ogrT	-5	-5	1	0	3600	0.0270	569	49	0	20733	010000100000001000001001
7,25-12-229548	24	brglez@triangle-Darwin-14.5.0	B.ogr	B.ogrT	-5	-5	1	0	3600	0.0270	549	47	0	20524	011000000100000100001000
7,25-13-236192	24	brglez@triangle-Darwin-14.5.0	B.ogr	B.ogrT	-5	-5	1	0	3600	0.00500	90	7	0	18979	010000100000100000001100
7,25-14-173257	24	brglez@triangle-Darwin-14.5.0	B.ogr	B.ogrT	-5	-5	1	0	3600	0.0150	319	27	0	20657	100000100010000000010010
7,25-15-842560	24	brglez@triangle-Darwin-14.5.0	B.ogr	B.ogrT	-5	-5	1	0	3600	0.0110	228	19	0	20118	010010000000010001000001
7,25-16-478777	24	brglez@triangle-Darwin-14.5.0	B.ogr	B.ogrT	-5	-5	1	0	3600	0.0280	572	49	0	20311	010000100000001000001001
7,25-17-267593	24	brglez@triangle-Darwin-14.5.0	B.ogr	B.ogrT	-5	-5	1	0	3600	0.0390	797	69	0	20223	010001001000010000000001
7,25-18-591342	24	brglez@triangle-Darwin-14.5.0	B.ogr	B.ogrT	-5	-5	1	0	3600	0.0280	550	47	0	19902	001100000001000001000010
7,25-19-818716	24	brglez@triangle-Darwin-14.5.0	B.ogr	B.ogrT	-5	-5	1	0	3600	0.0160	320	27	0	20378	001100000001000001000010
7,25-20-91757	24	brglez@triangle-Darwin-14.5.0	B.ogr	B.ogrT	-5	-5	1	0	3600	0.0540	1123	97	0	20649	010010000000010001000001
