# thisFile = xPeriment-P.lopP-100-tableau-20150723-VCL/xPer-P.lopP-VCL-pal-13-55-100-1901-sample.txt 
# configuration file = xPeriment-P.lopP-100-tableau-20150723-VCL.tcl 
# created on Thu Jul 23 11:59:55 EDT 2015 
#
instanceID	instanceDim	hostID	sandboxID	solverName	valueTarget	valueBest	targetReached	isCensored	runtimeLmt	runtime	cntProbe	walkLength	cntRestart	speedProbe	coordBest
pal-13-55-1-1901	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0687	1211	604	0	17637	10,8,11,9,3,12,13,6,1,4,7,2,5
pal-13-55-2-53335	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0108	189	93	0	17465	10,8,11,6,9,3,12,1,4,13,7,2,5
pal-13-55-3-567930	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0222	377	187	0	17019	9,10,3,1,4,13,7,8,2,11,12,5,6
pal-13-55-4-256020	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.00360	65	31	0	18068	10,8,11,9,3,12,6,4,7,1,13,2,5
pal-13-55-5-304520	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.00542	99	48	0	18261	9,10,13,8,2,11,3,12,6,1,4,7,5
pal-13-55-6-887245	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.00950	171	84	0	17999	9,7,10,8,2,11,3,12,1,4,13,5,6
pal-13-55-7-244841	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0118	211	104	0	17836	8,9,3,12,13,7,1,10,2,11,5,6,4
pal-13-55-8-843586	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0756	1331	664	0	17608	9,7,1,10,13,8,2,11,5,3,12,6,4
pal-13-55-9-436548	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.00693	125	61	0	18040	9,7,1,10,13,8,2,11,5,3,12,6,4
pal-13-55-10-558338	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.00489	89	43	0	18189	9,3,12,7,1,10,13,8,11,4,2,5,6
pal-13-55-11-545556	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0276	473	235	0	17122	9,7,1,10,13,8,2,11,3,12,5,6,4
pal-13-55-12-229548	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0310	529	263	0	17079	8,9,1,10,2,11,3,12,13,6,4,7,5
pal-13-55-13-236192	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.00511	93	45	0	18192	11,9,3,12,6,1,10,4,13,7,8,2,5
pal-13-55-14-173257	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0965	1645	821	0	17053	9,10,3,12,4,13,7,8,2,1,11,5,6
pal-13-55-15-842560	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0214	365	181	0	17032	7,8,11,9,3,12,1,10,4,13,2,5,6
pal-13-55-16-478777	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0219	371	184	0	16936	8,9,12,1,10,13,2,11,3,6,4,7,5
pal-13-55-17-267593	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0262	455	226	0	17347	8,11,6,9,12,1,10,3,4,13,7,2,5
pal-13-55-18-591342	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.00128	23	10	0	17997	11,9,3,12,6,7,1,10,4,13,8,2,5
pal-13-55-19-818716	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0785	1357	677	0	17288	3,12,9,1,10,4,13,7,8,2,11,5,6
pal-13-55-20-91757	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0331	571	284	0	17250	8,2,11,9,3,12,6,1,10,4,13,7,5
pal-13-55-21-512826	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0139	251	124	0	18021	8,9,2,3,12,6,7,1,10,13,11,4,5
pal-13-55-22-997742	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0197	331	164	0	16767	9,3,12,1,4,13,7,10,5,8,2,11,6
pal-13-55-23-775817	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0209	351	174	0	16757	9,7,10,8,2,11,3,12,1,4,13,5,6
pal-13-55-24-252183	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.00865	155	76	0	17910	11,9,3,12,1,10,4,13,7,5,8,2,6
pal-13-55-25-594027	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0492	865	431	0	17568	8,11,9,3,12,6,7,1,10,4,5,13,2
pal-13-55-26-997677	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0240	381	189	0	15843	9,12,7,1,10,13,8,2,11,3,4,5,6
pal-13-55-27-225861	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0169	273	135	0	16159	10,8,2,11,9,3,12,6,1,4,13,7,5
pal-13-55-28-256367	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0194	327	162	0	16884	8,9,12,1,10,4,13,2,11,5,3,6,7
pal-13-55-29-948132	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.00786	141	69	0	17935	11,9,3,12,7,1,10,4,13,5,8,2,6
pal-13-55-30-186147	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0296	503	250	0	16980	11,9,3,12,6,1,10,4,13,7,8,2,5
pal-13-55-31-364649	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0479	837	417	0	17481	3,12,9,1,10,4,13,7,8,2,11,5,6
pal-13-55-32-122908	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.00422	75	36	0	17778	9,3,7,1,10,4,13,8,2,11,12,5,6
pal-13-55-33-46465	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.00412	75	36	0	18219	8,9,3,12,13,6,1,10,4,7,2,11,5
pal-13-55-34-903326	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.00717	127	62	0	17707	9,13,7,10,8,2,11,3,12,6,1,4,5
pal-13-55-35-504012	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.00687	125	61	0	18191	8,9,12,6,1,10,4,13,7,2,11,5,3
pal-13-55-36-623677	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0722	1283	640	0	17765	11,9,3,12,6,7,1,10,4,13,8,2,5
pal-13-55-37-93095	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0536	903	450	0	16859	9,12,6,1,10,4,13,7,8,2,11,5,3
pal-13-55-38-510387	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0515	899	448	0	17458	7,10,8,11,9,3,12,1,4,13,2,5,6
pal-13-55-39-177077	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.00192	35	16	0	18190	11,9,3,12,6,7,1,10,4,13,5,8,2
pal-13-55-40-316911	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0293	507	252	0	17306	8,9,12,7,1,10,4,13,2,11,5,6,3
pal-13-55-41-771978	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.00770	135	66	0	17532	7,10,8,11,9,3,12,1,4,13,2,5,6
pal-13-55-42-278615	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0107	193	95	0	18037	8,9,12,7,1,10,11,4,13,2,5,3,6
pal-13-55-43-400843	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0439	767	382	0	17475	12,7,9,1,10,4,13,8,2,11,5,3,6
pal-13-55-44-1612	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0312	523	260	0	16789	9,3,12,7,1,10,13,11,4,2,5,8,6
pal-13-55-45-38914	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0513	889	443	0	17327	9,12,1,10,3,4,13,7,2,11,5,8,6
pal-13-55-46-661487	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0311	507	252	0	16296	12,9,1,10,4,13,8,7,2,11,5,3,6
pal-13-55-47-536865	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.111	1911	954	0	17191	12,7,9,1,10,4,13,8,2,11,5,3,6
pal-13-55-48-34631	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0368	627	312	0	17030	9,1,10,13,8,2,11,3,12,6,4,7,5
pal-13-55-49-285141	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0208	345	171	0	16605	8,9,12,7,1,10,2,11,3,4,13,5,6
pal-13-55-50-816448	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0189	313	155	0	16549	11,9,3,12,6,1,10,4,13,7,2,5,8
pal-13-55-51-764053	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.00137	25	11	0	18290	7,8,11,9,3,12,1,10,4,13,2,5,6
pal-13-55-52-841644	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0261	443	220	0	16995	8,9,1,10,2,11,3,12,6,4,13,7,5
pal-13-55-53-990163	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0702	1169	583	0	16641	8,11,9,12,1,10,3,4,13,7,2,5,6
pal-13-55-54-850921	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0379	321	159	0	8478	9,10,13,8,2,11,3,12,6,4,7,1,5
pal-13-55-55-266224	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0501	875	436	0	17455	9,1,10,3,4,13,7,8,2,11,12,5,6
pal-13-55-56-516110	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0317	547	272	0	17229	8,9,1,10,2,11,3,12,4,13,5,6,7
pal-13-55-57-967838	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0305	527	262	0	17271	12,6,9,7,1,10,4,13,8,2,11,5,3
pal-13-55-58-269800	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0385	647	322	0	16807	9,7,10,8,3,12,1,4,13,2,11,5,6
pal-13-55-59-895241	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.00746	131	64	0	17561	8,9,2,3,12,6,1,10,4,13,7,11,5
pal-13-55-60-20995	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.00958	171	84	0	17840	10,8,11,9,3,12,4,7,1,13,2,5,6
pal-13-55-61-635862	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0105	189	93	0	18012	9,3,12,6,1,10,4,13,7,2,11,5,8
pal-13-55-62-881044	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.00448	81	39	0	18063	10,8,2,11,9,3,12,6,1,4,13,7,5
pal-13-55-63-579016	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.00654	119	58	0	18204	8,11,9,3,12,6,4,7,1,10,2,13,5
pal-13-55-64-483939	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0116	211	104	0	18141	8,9,3,12,1,10,4,13,2,11,5,6,7
pal-13-55-65-265656	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0125	227	112	0	18139	8,9,12,3,7,1,10,13,2,11,5,6,4
pal-13-55-66-802646	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0230	389	193	0	16894	11,9,3,12,6,1,10,4,13,7,5,8,2
pal-13-55-67-279501	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0290	501	249	0	17280	8,2,11,9,3,12,6,7,1,10,4,13,5
pal-13-55-68-943323	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0321	557	277	0	17358	8,9,2,11,3,12,6,7,1,10,4,13,5
pal-13-55-69-620924	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0507	891	444	0	17573	10,8,9,2,11,3,12,6,1,4,13,7,5
pal-13-55-70-969565	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0198	335	166	0	16881	11,9,3,12,6,7,1,10,4,13,2,5,8
pal-13-55-71-435561	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.00933	169	83	0	18114	8,11,9,2,3,12,6,1,10,4,13,7,5
pal-13-55-72-730541	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0120	217	107	0	18091	9,7,1,10,8,2,11,3,12,4,13,5,6
pal-13-55-73-747287	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0146	257	127	0	17557	8,9,12,1,10,13,2,11,5,3,6,4,7
pal-13-55-74-479088	13	brglez@bn20-255-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopP	-55.0	-55	1	0	3600.0	0.0127	229	113	0	18048	9,12,1,10,3,13,4,7,8,2,11,5,6
