# thisFile = xPeriment-P.lopT-100-simple-20150723-1902-VCL/xPer-P.lopT-VCL-pal-11-35-100-1902-sample.txt 
# configuration file = xPeriment-P.lopT-100-simple-20150723-1902-VCL.tcl 
# created on Thu Jul 23 20:29:37 EDT 2015 
#
instanceID	instanceDim	hostID	sandboxID	solverName	valueTarget	valueBest	targetReached	isCensored	runtimeLmt	runtime	cntProbe	walkLength	cntRestart	speedProbe	coordBest
pal-11-35-1-1902	11	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopT	-35.0	-35	1	0	7200	0.00500	92	10	0	17391	3,1,4,8,2,6,7,11,5,9,10
pal-11-35-2-184873	11	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopT	-35.0	-35	1	0	7200	0.0200	347	39	0	17718	9,3,7,1,4,5,10,8,2,6,11
pal-11-35-3-785507	11	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopT	-35.0	-35	1	0	7200	0.0210	396	45	0	18497	7,10,11,4,5,8,9,3,1,2,6
pal-11-35-4-853350	11	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopT	-35.0	-35	1	0	7200	0.00900	154	17	0	17995	9,10,3,8,1,2,6,11,4,7,5
pal-11-35-5-771511	11	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopT	-35.0	-35	1	0	7200	0.0240	434	49	0	18373	8,9,7,1,10,2,11,5,3,6,4
pal-11-35-6-850468	11	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopT	-35.0	-35	1	0	7200	0.0340	627	71	0	18311	2,5,3,7,8,1,6,10,11,4,9
pal-11-35-7-679606	11	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopT	-35.0	-35	1	0	7200	0.0130	237	27	0	18320	1,6,10,11,4,2,5,9,3,7,8
pal-11-35-8-870048	11	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopT	-35.0	-35	1	0	7200	0.0200	368	42	0	18246	10,4,2,5,3,8,6,7,11,9,1
pal-11-35-9-189498	11	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopT	-35.0	-35	1	0	7200	0.00400	73	8	0	16985	2,5,8,6,11,9,3,7,1,10,4
pal-11-35-10-147777	11	brglez@bn19-238-Linux-3.10.0-229.4.2.el7.x86_64	P.lop	P.lopT	-35.0	-35	1	0	7200	0.00300	56	6	0	16322	2,11,5,3,6,4,9,7,8,1,10
