# thisFile = xPeriment-B.ogrT-100-1901/xPer-B.ogrT-1901-8,34-100-1901-sample.txt 
# configuration file = xPeriment-B.ogrT-100-1901.tcl 
# created on Fri Aug 28 20:08:43 EDT 2015 
#
instanceID	instanceDim	hostID	sandboxID	solverName	valueTarget	valueBest	targetReached	isCensored	runtimeLmt	runtime	cntProbe	walkLength	cntRestart	speedProbe	coordBest
8,34-1-1901	33	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-6	-6	1	0	3600	2.49	30945	972	0	12439	010000000001000000100000100001001
8,34-2-53335	33	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-6	-6	1	0	3600	1.26	15819	496	0	12573	010000000001000000100000100001001
8,34-3-567930	33	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-6	-6	1	0	3600	3.22	40291	1266	0	12530	010000000001000000100000100001001
8,34-4-256020	33	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-6	-6	1	0	3600	1.05	13208	414	0	12587	010000000001000000100000100001001
8,34-5-304520	33	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-6	-6	1	0	3600	6.61	81661	2572	0	12348	100100001000001000000100000000010
8,34-6-887245	33	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-6	-6	1	0	3600	1.14	14341	450	0	12550	100100001000001000000100000000010
8,34-7-244841	33	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-6	-6	1	0	3600	6.53	80607	2540	0	12338	100100001000001000000100000000010
8,34-8-843586	33	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-6	-6	1	0	3600	0.779	9822	308	0	12616	100100001000001000000100000000010
8,34-9-436548	33	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-6	-6	1	0	3600	2.94	37076	1164	0	12608	100100001000001000000100000000010
8,34-10-558338	33	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-6	-6	1	0	3600	0.108	1340	42	0	12408	010000000001000000100000100001001
8,34-11-545556	33	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-6	-6	1	0	3600	0.552	6898	216	0	12505	010000000001000000100000100001001
8,34-12-229548	33	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-6	-6	1	0	3600	0.421	5239	164	0	12445	010000000001000000100000100001001
8,34-13-236192	33	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-6	-6	1	0	3600	5.88	73023	2300	0	12422	010000000001000000100000100001001
8,34-14-173257	33	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-6	-6	1	0	3600	2.27	28217	886	0	12441	100100001000001000000100000000010
8,34-15-842560	33	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-6	-6	1	0	3600	1.53	18996	596	0	12442	010000000001000000100000100001001
8,34-16-478777	33	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-6	-6	1	0	3600	2.43	30624	962	0	12609	010000000001000000100000100001001
8,34-17-267593	33	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-6	-6	1	0	3600	1.24	15756	494	0	12683	010000000001000000100000100001001
8,34-18-591342	33	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-6	-6	1	0	3600	3.69	45858	1442	0	12437	100100001000001000000100000000010
8,34-19-818716	33	brglez@bn19-34-Linux-3.10.0-229.4.2.el7.x86_64	B.ogr	B.ogrT	-6	-6	1	0	3600	2.93	36497	1146	0	12462	100100001000001000000100000000010
